"","site_proj_comm","treatment","site_code","project_name","data_type","species_matched","avg_distance_all","avg_distance_NN","sd_distance_all","sd_distance_NN","n_obs","data_set"
"CDR_NutNet_0.Poa pratensis.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Poa pratensis",0.363568181874489,0.197342005691122,0.0947347143804236,0.111008584873905,44,"full_all"
"Bt_NPKDNet_0.Poa trivialis.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Poa trivialis",0.198116486313221,0.0785817526649809,NA,NA,1,"full_all"
"shps.us_NutNet_0.Polygonum aviculare.NPK","shps.us_NutNet_0","NPK","shps.us","NutNet","cover","Polygonum aviculare",0.35340978338525,0.170994303705434,0.00340010895602309,0.00372054573862411,3,"full_all"
"veluwe.nl_NutNet_0.Polygonum aviculare.NPK","veluwe.nl_NutNet_0","NPK","veluwe.nl","NutNet","cover","Polygonum aviculare",0.377175677031607,0.273909212615759,NA,NA,1,"full_all"
"temple.us_NutNet_0.Polytaenia nuttallii.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Polytaenia nuttallii",0.368022495611902,0.266920477630438,0.0118989431377519,0.0412010493456003,3,"full_all"
"temple.us_NutNet_0.Polytaenia texana.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Polytaenia texana",0.304099032878337,0.196361545938525,0.00434411317764016,0.0304225025162262,4,"full_all"
"veluwe.nl_NutNet_0.Prunella vulgaris.NPK","veluwe.nl_NutNet_0","NPK","veluwe.nl","NutNet","cover","Prunella vulgaris",0.286852026813574,0.179993764615607,NA,NA,1,"full_all"
"shps.us_NutNet_0.Pseudosclerochloa rupestris.NPK","shps.us_NutNet_0","NPK","shps.us","NutNet","cover","Pseudosclerochloa rupestris",0.364299029442605,0.23745935315649,0.0272145372607778,0.0500253252578399,13,"full_all"
"temple.us_NutNet_0.Psoralea tenuiflora.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Psoralea tenuiflora",0.504067125189081,0.37577686344095,0.0368585061819889,0.0671361718492034,15,"full_all"
"Bt_NPKDNet_0.Ranunculus acris.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Ranunculus acris",0.193684216956838,0.0621546430253803,0.0188528577536878,0.0282213579832246,4,"full_all"
"Bt_NutNet_0.Ranunculus acris.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Ranunculus acris",0.196061173702284,0.0411914400940963,0.0147857364059092,0.00437929676550272,9,"full_all"
"cbgb.us_NutNet_0.Ratibida pinnata.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Ratibida pinnata",0.26892235582273,0.15674250415416,0.0379995515016838,0.051039490226232,21,"full_all"
"Bt_NutNet_0.Rhinanthus minor.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Rhinanthus minor",0.366106867321052,0.254417760104359,0.0184089672327229,0.0142152894467296,7,"full_all"
"temple.us_NutNet_0.Rubus trivialis.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Rubus trivialis",0.345040414583832,0.219988946375123,0.0316842362073992,0.080799759326914,3,"full_all"
"cbgb.us_NutNet_0.Rudbeckia hirta.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Rudbeckia hirta",0.241529344314323,0.116718431184211,0.0487828337125187,0.030385624678096,3,"full_all"
"CDR_NutNet_0.Rudbeckia hirta.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Rudbeckia hirta",0.268764281673075,0.134940900159412,NA,NA,1,"full_all"
"temple.us_NutNet_0.Ruellia humilis.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Ruellia humilis",0.361192580386434,0.235103434871983,0.0368651376078929,0.1126486119985,2,"full_all"
"temple.us_NutNet_0.Ruellia nudiflora.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Ruellia nudiflora",0.327449254653375,0.18492441234639,0.0384309136199256,0.0508632925913227,12,"full_all"
"Bt_NPKDNet_0.Rumex acetosa.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Rumex acetosa",0.323520254669623,0.158093239381585,0.0276769174785359,0.0390391573486821,8,"full_all"
"Bt_NutNet_0.Rumex acetosa.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Rumex acetosa",0.32349466636369,0.123869877126294,0.0197501038197583,0.0105373975985181,13,"full_all"
"CDR_NutNet_0.Rumex acetosella.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Rumex acetosella",0.361405402342756,0.244337231095149,0.0215321426895737,0.0247962021780144,8,"full_all"
"veluwe.nl_NutNet_0.Rumex acetosella.NPK","veluwe.nl_NutNet_0","NPK","veluwe.nl","NutNet","cover","Rumex acetosella",0.347799427753977,0.18863812045468,0.00790142490930483,0.0181301989915129,2,"full_all"
"cbgb.us_NutNet_0.Rumex crispus.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Rumex crispus",0.353988094454138,0.242819047274087,0.0232769795437208,0.0351586568082786,15,"full_all"
"temple.us_NutNet_0.Salvia azurea.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Salvia azurea",0.325086324927945,0.195617038985173,0.0242066620277791,0.0188695513853837,14,"full_all"
"cbgb.us_NutNet_0.Schizachyrium scoparium.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Schizachyrium scoparium",0.346040503793119,0.20749372959818,0.0467767021743853,0.0629303930084384,45,"full_all"
"CDR_NutNet_0.Schizachyrium scoparium.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Schizachyrium scoparium",0.308861231164372,0.184818985798884,0.0259886829056244,0.0605525225800463,12,"full_all"
"temple.us_NutNet_0.Schizachyrium scoparium.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Schizachyrium scoparium",0.331843984987095,0.0751200236310737,0.0316030856814415,0.0313125651065301,22,"full_all"
"Bt_NutNet_0.Scorzoneroides autumnalis.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Scorzoneroides autumnalis",0.212020086993029,0.082359344636727,0.0163384555945967,0.0207265916293047,16,"full_all"
"veluwe.nl_NutNet_0.Scorzoneroides autumnalis.NPK","veluwe.nl_NutNet_0","NPK","veluwe.nl","NutNet","cover","Scorzoneroides autumnalis",0.275785853209615,0.151099251223053,0.0806694230844529,0.0592610153662987,2,"full_all"
"temple.us_NutNet_0.Scutellaria drummondii.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Scutellaria drummondii",0.366669651588734,0.119871313163776,NA,NA,1,"full_all"
"veluwe.nl_NutNet_0.Senecio inaequidens.NPK","veluwe.nl_NutNet_0","NPK","veluwe.nl","NutNet","cover","Senecio inaequidens",0.324620263881119,0.135451768136744,NA,NA,1,"full_all"
"cbgb.us_NutNet_0.Setaria faberi.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Setaria faberi",0.378017202083752,0.261370228091185,0.0298013977214837,0.0489648863424844,5,"full_all"
"sier.us_NutNet_0.Sherardia arvensis.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Sherardia arvensis",0.222180348510997,0.081789483900659,0.0259077455051101,0.0146817921969914,3,"full_all"
"sier.us_NutNet_0.Silene gallica.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Silene gallica",0.268637455444087,0.150002676147856,NA,NA,1,"full_all"
"CDR_NutNet_0.Silene latifolia.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Silene latifolia",0.478187993310858,0.432039526252538,0.030520177208134,0.0502694675584945,5,"full_all"
"shps.us_NutNet_0.Sisymbrium altissimum.NPK","shps.us_NutNet_0","NPK","shps.us","NutNet","cover","Sisymbrium altissimum",0.417206062863456,0.0630995221091229,NA,NA,1,"full_all"
"cbgb.us_NutNet_0.Solanum carolinense.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Solanum carolinense",0.315498953806471,0.186728355024436,0.0364728587706313,0.0586855461098976,21,"full_all"
"cbgb.us_NutNet_0.Solidago canadensis.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Solidago canadensis",0.298921092727564,0.186388539379035,0.0538271718468167,0.0572838947730209,35,"full_all"
"cbgb.us_NutNet_0.Solidago gigantea.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Solidago gigantea",0.267255746489837,0.104528706882602,0.0419003256366213,0.0416608548586313,11,"full_all"
"CDR_NutNet_0.Solidago missouriensis.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Solidago missouriensis",0.246344853958752,0.0858979462291342,0.0359911770873413,0.0171266208731239,7,"full_all"
"CDR_NutNet_0.Solidago nemoralis.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Solidago nemoralis",0.275035376880011,0.0830264460827348,NA,NA,1,"full_all"
"cbgb.us_NutNet_0.Solidago rigida.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Solidago rigida",0.235892991006391,0.102615753573846,0.0305126404531067,0.00417866941531429,4,"full_all"
"CDR_NutNet_0.Solidago rigida.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Solidago rigida",0.264036759513807,0.161236150984504,NA,NA,1,"full_all"
"cbgb.us_NutNet_0.Solidago speciosa.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Solidago speciosa",0.249929268885488,0.101584303371636,0.0253675829969187,0.0258361497023973,12,"full_all"
"cbgb.us_NutNet_0.Sonchus asper.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Sonchus asper",0.398758739086786,0.202621872242892,NA,NA,1,"full_all"
"cbgb.us_NutNet_0.Sorghastrum nutans.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Sorghastrum nutans",0.329055206973748,0.144167895850754,0.0242382467049425,0.0592062736477322,8,"full_all"
"temple.us_NutNet_0.Sorghastrum nutans.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Sorghastrum nutans",0.341362858759557,0.0764268651993429,0.0433814931631059,0.0539961322021988,5,"full_all"
"temple.us_NutNet_0.Sorghum halepense.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Sorghum halepense",0.347394423172697,0.121797285440511,0.0438888701040048,0.0708552292296884,25,"full_all"
"temple.us_NutNet_0.Sporobolus compositus.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Sporobolus compositus",0.309501608822343,0.0688657488370097,0.0283129916823726,0.0182574572316853,3,"full_all"
"shps.us_NutNet_0.Stipa comata.NPK","shps.us_NutNet_0","NPK","shps.us","NutNet","cover","Stipa comata",0.371029217018453,0.107235676698602,0.0467915870978631,0.00664397558912799,6,"full_all"
"temple.us_NutNet_0.Symphyotrichum ericoides.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Symphyotrichum ericoides",0.292894715680296,0.167997723374937,0.0410715345140818,0.070022597242653,16,"full_all"
"cbgb.us_NutNet_0.Symphyotrichum pilosum.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Symphyotrichum pilosum",0.220382390311128,0.104606469484917,0.0269876919995889,0.0285654024905143,11,"full_all"
"sier.us_NutNet_0.Taeniatherum caput-medusae.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Taeniatherum caput-medusae",0.281787988559569,0.131959286194416,0.0343187600903213,0.0422606560832378,23,"full_all"
"Bt_NPKDNet_0.Taraxacum campylodes.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Taraxacum campylodes",0.217418434806768,0.0940436934307669,0.0183953383917558,0.0529383303015657,2,"full_all"
"Bt_NutNet_0.Taraxacum campylodes.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Taraxacum campylodes",0.190609876564231,0.0531017476747114,NA,NA,1,"full_all"
"cbgb.us_NutNet_0.Taraxacum campylodes.NPK","cbgb.us_NutNet_0","NPK","cbgb.us","NutNet","cover","Taraxacum campylodes",0.260208883473967,0.107915865012787,0.0174227842716284,0.0438390274294139,2,"full_all"
"shps.us_NutNet_0.Taraxacum campylodes.NPK","shps.us_NutNet_0","NPK","shps.us","NutNet","cover","Taraxacum campylodes",0.361571403288795,0.194501201267871,NA,NA,1,"full_all"
"sier.us_NutNet_0.Torilis arvensis.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Torilis arvensis",0.235720231460959,0.101383525562931,0.0329862493710592,0.0355985796151018,6,"full_all"
"temple.us_NutNet_0.Torilis arvensis.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Torilis arvensis",0.362043536754854,0.0977484714971287,0.0527049964830309,0.0286572440469339,6,"full_all"
"sier.us_NutNet_0.Torilis nodosa.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Torilis nodosa",0.251207751003171,0.124946434665353,0.0202388594062932,0.031949770884297,3,"full_all"
"CDR_NutNet_0.Toxicodendron radicans.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Toxicodendron radicans",0.343516461721229,0.190412666507326,0.02271676228485,0.0412396750802437,9,"full_all"
"veluwe.nl_NutNet_0.Trifolium arvense.NPK","veluwe.nl_NutNet_0","NPK","veluwe.nl","NutNet","cover","Trifolium arvense",0.5469754313836,0.399904952837897,0.0123466778396794,0.0125594613794529,2,"full_all"
"Bt_NPKDNet_0.Trifolium dubium.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Trifolium dubium",0.386071518346183,0.179631554340841,0.031136816826051,0.0496478421506224,3,"full_all"
"Bt_NutNet_0.Trifolium dubium.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Trifolium dubium",0.398427450759197,0.199837221230534,0.0265085388018446,0.0397081713722276,15,"full_all"
"sier.us_NutNet_0.Trifolium dubium.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Trifolium dubium",0.252121200735479,0.0765354068406072,NA,NA,1,"full_all"
"sier.us_NutNet_0.Trifolium gracilentum.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Trifolium gracilentum",0.292151930496572,0.169656048423721,NA,NA,1,"full_all"
"sier.us_NutNet_0.Trifolium hirtum.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Trifolium hirtum",0.282491240272713,0.133190341336028,0.0206881957316863,0.0184457998062371,21,"full_all"
"sier.us_NutNet_0.Trifolium microcephalum.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Trifolium microcephalum",0.335950456165989,0.143314424096921,NA,NA,1,"full_all"
"Bt_NPKDNet_0.Trifolium pratense.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Trifolium pratense",0.305861790810867,0.176391660777266,0.021538507179273,0.0267338789488909,6,"full_all"
"Bt_NutNet_0.Trifolium pratense.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Trifolium pratense",0.319405376268196,0.173993146827134,0.017418436650526,0.024495013127696,10,"full_all"
"Bt_NPKDNet_0.Trifolium repens.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Trifolium repens",0.265757143016321,0.12990603464698,0.0138865467343415,0.0336658547479544,3,"full_all"
"Bt_NutNet_0.Trifolium repens.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Trifolium repens",0.244516837021984,0.0808209826384302,0.0134298453824703,0.00615733096007656,2,"full_all"
"CDR_NutNet_0.Trifolium repens.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Trifolium repens",0.368617491253895,0.214855822010401,0.0394922623549443,0.0110998736689015,4,"full_all"
"Bt_NPKDNet_0.Trisetum flavescens.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Trisetum flavescens",0.190561285023531,0.057833600516809,0.0107507066749711,0.00652539446093592,2,"full_all"
"Bt_NutNet_0.Trisetum flavescens.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Trisetum flavescens",0.206128157552492,0.0648078832351071,0.00285089950628824,0.0451455037091794,2,"full_all"
"sier.us_NutNet_0.Triteleia hyacinthina.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Triteleia hyacinthina",0.41238257964714,0.258771792817836,0.0123661813748646,0.0767355422924069,3,"full_all"
"CDR_NutNet_0.Verbascum thapsus.NPK","CDR_NutNet_0","NPK","CDR","NutNet","cover","Verbascum thapsus",0.367123571543876,0.27673998988212,NA,NA,1,"full_all"
"temple.us_NutNet_0.Verbena stricta.NPK","temple.us_NutNet_0","NPK","temple.us","NutNet","cover","Verbena stricta",0.235139655950599,0.107109811169588,0.0282721096215851,0.0634196759530742,4,"full_all"
"Bt_NPKDNet_0.Veronica chamaedrys.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Veronica chamaedrys",0.281376130806116,0.165764450981845,0.00707035119335237,0.00223963410898664,2,"full_all"
"veluwe.nl_NutNet_0.Veronica officinalis.NPK","veluwe.nl_NutNet_0","NPK","veluwe.nl","NutNet","cover","Veronica officinalis",0.291526399316702,0.127208856665742,NA,NA,1,"full_all"
"Bt_NPKDNet_0.Vicia cracca.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Vicia cracca",0.319113144811896,0.173279124627837,0.0404168798566897,0.0563271694098476,2,"full_all"
"Bt_NutNet_0.Vicia cracca.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Vicia cracca",0.361477690080736,0.226226886844297,0.0214989502056522,0.027859901224855,4,"full_all"
"Bt_NPKDNet_0.Vicia hirsuta.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Vicia hirsuta",0.431933152275057,0.175352159924028,0.0411760872693351,0.165349257389622,3,"full_all"
"Bt_NutNet_0.Vicia hirsuta.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Vicia hirsuta",0.439288969592108,0.210068781043177,0.0497809559016398,0.079407789685952,8,"full_all"
"Bt_NPKDNet_0.Vicia sativa.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Vicia sativa",0.387514534521172,0.240321491930003,NA,NA,1,"full_all"
"Bt_NutNet_0.Vicia sativa.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Vicia sativa",0.39229902607516,0.253514233373083,0.0104426711431419,0.00649389394752799,7,"full_all"
"sier.us_NutNet_0.Vicia sativa.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Vicia sativa",0.422263247436287,0.280540119425862,0.0335192731614069,0.0726462373132144,24,"full_all"
"Bt_NPKDNet_0.Vicia sepium.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Vicia sepium",0.366985582248994,0.213312805557214,0.0289110642680425,0.0784230493849612,3,"full_all"
"Bt_NutNet_0.Vicia sepium.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Vicia sepium",0.357500907362842,0.212053140710712,NA,NA,1,"full_all"
"Bt_NPKDNet_0.Vicia tetrasperma.NPK","Bt_NPKDNet_0","NPK","Bt","NPKDNet","cover","Vicia tetrasperma",0.410739187218798,0.0805069199501319,0.0503320970872451,0.0265901591639318,2,"full_all"
"Bt_NutNet_0.Vicia tetrasperma.NPK","Bt_NutNet_0","NPK","Bt","NutNet","cover","Vicia tetrasperma",0.44233714138343,0.179309300696856,0.0749900048493181,0.0659651939022536,2,"full_all"
"sier.us_NutNet_0.Vicia villosa.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Vicia villosa",0.540684116373874,0.41246640321632,NA,NA,1,"full_all"
"veluwe.nl_NutNet_0.Viola arvensis.NPK","veluwe.nl_NutNet_0","NPK","veluwe.nl","NutNet","cover","Viola arvensis",0.369473557316114,0.22015129876869,NA,NA,1,"full_all"
"shps.us_NutNet_0.Viola nuttallii.NPK","shps.us_NutNet_0","NPK","shps.us","NutNet","cover","Viola nuttallii",0.341602837685744,0.181537254428778,0.0193590856861237,0.0364115280898937,11,"full_all"
"sier.us_NutNet_0.Vulpia myuros.NPK","sier.us_NutNet_0","NPK","sier.us","NutNet","cover","Vulpia myuros",0.301573586812842,0.186387048734547,0.0299793936012804,0.0331394535433288,11,"full_all"
"veluwe.nl_NutNet_0.Vulpia myuros.NPK","veluwe.nl_NutNet_0","NPK","veluwe.nl","NutNet","cover","Vulpia myuros",0.289101038099568,0.15906225801805,NA,NA,1,"full_all"
"Finse_WarmNut_0.Agrostis mertensii.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Agrostis mertensii",0.205322240267199,0.064817973588006,NA,NA,1,"full_all"
"Finse_WarmNut_0.Antennaria dioica.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Antennaria dioica",0.222622647395049,0.109251746501552,0.013230646511903,0.0198098411911599,14,"full_all"
"Finse_WarmNut_0.Arabis alpina.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Arabis alpina",0.352580745000811,0.169111626828041,0.0316347779205153,0.00700847315878738,5,"full_all"
"Finse_WarmNut_0.Astragalus alpinus.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Astragalus alpinus",0.488408334203996,0.306470189469703,0.0182549813739223,0.108727186000806,3,"full_all"
"Finse_WarmNut_0.Bartsia alpina.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Bartsia alpina",0.242911416665862,0.117259608553187,0.0191458755367702,0.0256494669342954,13,"full_all"
"Finse_WarmNut_0.Campanula rotundifolia.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Campanula rotundifolia",0.259153306544442,0.105414811951406,0.0271965555449418,0.0449635125976243,15,"full_all"
"Finse_WarmNut_0.Carex atrata.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Carex atrata",0.301361185656499,0.179590733884357,0.0283382865606852,0.0378346541823867,4,"full_all"
"Finse_WarmNut_0.Carex atrofusca.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Carex atrofusca",0.222137763745474,0.125462522917616,0.0328984878093633,0.0490105940041823,3,"full_all"
"Finse_WarmNut_0.Carex capillaris.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Carex capillaris",0.271009770631525,0.13691711848493,0.0270870944199302,0.0304894728407478,8,"full_all"
"Finse_WarmNut_0.Carex rupestris.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Carex rupestris",0.25906806873696,0.132169748269981,0.0211473409871882,0.0253064164501725,25,"full_all"
"Finse_WarmNut_0.Cerastium alpinum.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Cerastium alpinum",0.316751977429068,0.177879102145939,0.0230289490660981,0.0261029951995388,24,"full_all"
"Finse_WarmNut_0.Draba norvegica.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Draba norvegica",0.289197752930548,0.145827872883595,0.0187889786907337,0.00294277183602798,11,"full_all"
"Finse_WarmNut_0.Dryas octopetala.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Dryas octopetala",0.427645675578277,0.344453699494014,0.0141712146264944,0.0184792904128079,27,"full_all"
"Finse_WarmNut_0.Erigeron uniflorus.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Erigeron uniflorus",0.264578296793816,0.0990205546314261,0.0115652107477021,0.0245249361759768,5,"full_all"
"Finse_WarmNut_0.Gentiana nivalis.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Gentiana nivalis",0.434783138738092,0.290977307799106,0.0109979033922096,0.0120015943929251,2,"full_all"
"Finse_WarmNut_0.Harrimanella hypnoides.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Harrimanella hypnoides",0.295080932970476,0.188789082035274,NA,NA,1,"full_all"
"Finse_WarmNut_0.Juncus trifidus.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Juncus trifidus",0.273512474239294,0.15815311979763,0.00969880308743756,0.023458218309841,4,"full_all"
"Finse_WarmNut_0.Minuartia biflora.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Minuartia biflora",0.24169267919332,0.0951889704653675,0.0170899028414722,0.00817669591782198,6,"full_all"
"Finse_WarmNut_0.Oxytropis lapponica.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Oxytropis lapponica",0.384015239047656,0.242173914572146,0.0229448945504992,0.0243646541975943,11,"full_all"
"Finse_WarmNut_0.Parnassia palustris.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Parnassia palustris",0.248857535893468,0.107007715023366,0.0175454432197274,0.0251537001206794,9,"full_all"
"Finse_WarmNut_0.Persicaria vivipara.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Persicaria vivipara",0.283534699440629,0.162533483233578,0.0188827360924415,0.0158055240742862,27,"full_all"
"Finse_WarmNut_0.Poa alpina.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Poa alpina",0.23681308417694,0.0767966845003313,0.0202968169766592,0.0115501222981338,17,"full_all"
"Finse_WarmNut_0.Potentilla crantzii.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Potentilla crantzii",0.220711731433716,0.0768178777033881,0.0182691630743887,0.0105497621705886,23,"full_all"
"Finse_WarmNut_0.Rumex acetosa.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Rumex acetosa",0.334542523380136,0.181654940774482,NA,NA,1,"full_all"
"Finse_WarmNut_0.Salix herbacea.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Salix herbacea",0.272404406192256,0.115425904852838,0.0215004946554712,0.0227204902213697,15,"full_all"
"Finse_WarmNut_0.Salix reticulata.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Salix reticulata",0.302933699717988,0.163510806583279,0.0304628319082423,0.0601481609737587,27,"full_all"
"Finse_WarmNut_0.Saussurea alpina.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Saussurea alpina",0.262578862846889,0.149439908731042,0.0219311253722076,0.0237353566108696,25,"full_all"
"Finse_WarmNut_0.Saxifraga aizoides.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Saxifraga aizoides",0.24869066478083,0.0866523774652105,0.0053531759413254,0.00204239935529744,3,"full_all"
"Finse_WarmNut_0.Saxifraga cernua.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Saxifraga cernua",0.239810089918219,0.0719191551683358,0.00224470482217385,0.0326024677565847,3,"full_all"
"Finse_WarmNut_0.Saxifraga cespitosa.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Saxifraga cespitosa",0.239339513197853,0.0530961145068112,0.00888281666953497,2.54787329057081e-05,2,"full_all"
"Finse_WarmNut_0.Saxifraga oppositifolia.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Saxifraga oppositifolia",0.221275197206807,0.085758580339663,0.019368047807404,0.0196045831758415,20,"full_all"
"Finse_WarmNut_0.Silene acaulis.nutrient addition","Finse_WarmNut_0","nutrient addition","Finse","WarmNut","proportion subplots present","Silene acaulis",0.252394774093293,0.110984672731354,0.024026232814898,0.026206105173723,27,"full_all"
